concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000267,Recipe,水油焖蔬菜,水油焖蔬菜 (Recipe),水油焖蔬菜,"[{'term': '水油braised蔬菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '水oil-braised蔬菜', 'language': 'en', 'language_code': 'en-US'}, {'term': '水油闷蔬菜', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/vegetable_dish/水油焖蔬菜.md
201000268,Recipe,松仁玉米,松仁玉米 (Recipe),松仁玉米,[],其他,2,,,,,,dishes/vegetable_dish/松仁玉米.md
201000269,Recipe,茄子炖土豆,茄子炖土豆 (Recipe),茄子炖土豆,"[{'term': '青茄子炖土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'eggplant炖土豆', 'language': 'en', 'language_code': 'en-US'}, {'term': '茄子炖洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖potato', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子stewed土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '紫茄子炖土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子煲土豆', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/vegetable_dish/茄子炖土豆.md
201000270,Recipe,炒茄子,炒茄子 (Recipe),炒茄子,"[{'term': '炒紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '炒eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '炒青茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/vegetable_dish/炒茄子.md
201000271,Recipe,蒲烧茄子,蒲烧茄子 (Recipe),蒲烧茄子,"[{'term': '蒲烧紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '蒲烧青茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '蒲烧eggplant', 'language': 'en', 'language_code': 'en-US'}]",其他,3,,,,,,dishes/vegetable_dish/蒲烧茄子.md
201000272,Recipe,葱煎豆腐,葱煎豆腐 (Recipe),葱煎豆腐,"[{'term': '葱pan-fried豆腐', 'language': 'en', 'language_code': 'en-US'}, {'term': '葱煎tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '葱煎嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '葱煎老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/vegetable_dish/葱煎豆腐.md
201000273,Recipe,酸辣土豆丝,酸辣土豆丝 (Recipe),酸辣土豆丝,"[{'term': '酸辣马铃薯丝', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '酸辣洋芋丝', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '酸辣potato丝', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/vegetable_dish/酸辣土豆丝.md
201000274,Recipe,上汤娃娃菜,上汤娃娃菜 (Recipe),上汤娃娃菜,[],其他,3,,,,,,dishes/vegetable_dish/上汤娃娃菜/上汤娃娃菜.md
201000275,Recipe,凉拌莴笋,凉拌莴笋 (Recipe),凉拌莴笋,[],其他,2,,,,,,dishes/vegetable_dish/凉拌莴笋/凉拌莴笋.md
201000276,Recipe,话梅煮毛豆,话梅煮毛豆 (Recipe),话梅煮毛豆,[],其他,2,,,,,,dishes/vegetable_dish/话梅煮毛豆/话梅煮毛豆.md
201000277,Recipe,榄菜肉末四季豆,榄菜肉末四季豆 (Recipe),榄菜肉末四季豆,[],荤菜,3,,,,,,dishes/vegetable_dish/榄菜肉末四季豆/榄菜肉末四季豆.md
201000278,Recipe,西红柿豆腐汤羹,西红柿豆腐汤羹 (Recipe),西红柿豆腐汤羹,"[{'term': '番茄豆腐汤羹', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿老豆腐汤羹', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿嫩豆腐汤羹', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato豆腐汤羹', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿tofu汤羹', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/西红柿豆腐汤羹/西红柿豆腐汤羹.md
201000279,Recipe,凉拌木耳,凉拌木耳 (Recipe),凉拌木耳,[],其他,2,,,,,,dishes/vegetable_dish/凉拌木耳/凉拌木耳.md
201000280,Recipe,蒸箱鸡蛋羹,蒸箱鸡蛋羹 (Recipe),蒸箱鸡蛋羹,"[{'term': 'steamed箱鸡蛋羹', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清蒸箱鸡蛋羹', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/vegetable_dish/鸡蛋羹/蒸箱鸡蛋羹.md
201000281,Recipe,鸡蛋羹,鸡蛋羹 (Recipe),鸡蛋羹,[],素菜,2,,,,,,dishes/vegetable_dish/鸡蛋羹/鸡蛋羹.md
201000282,Recipe,微波炉鸡蛋羹,微波炉鸡蛋羹 (Recipe),微波炉鸡蛋羹,[],素菜,2,,,,,,dishes/vegetable_dish/鸡蛋羹/微波炉鸡蛋羹.md
201000283,Recipe,虎皮青椒,虎皮青椒 (Recipe),虎皮青椒,"[{'term': '虎皮bell pepper', 'language': 'en', 'language_code': 'en-US'}, {'term': '虎皮甜椒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '虎皮彩椒', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/vegetable_dish/虎皮青椒/虎皮青椒.md
201000284,Recipe,干锅花菜,干锅花菜 (Recipe),干锅花菜,[],其他,3,,,,,,dishes/vegetable_dish/干锅花菜/干锅花菜.md
201000285,Recipe,白灼菜心,白灼菜心 (Recipe),白灼菜心,[],其他,2,,,,,,dishes/vegetable_dish/白灼菜心/白灼菜心.md
201000286,Recipe,烤茄子,烤茄子 (Recipe),烤茄子,"[{'term': 'baked茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '烘烤茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'roasted茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '烤青茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '烤紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '烤eggplant', 'language': 'en', 'language_code': 'en-US'}]",其他,3,,,,,,dishes/vegetable_dish/烤茄子/烤茄子.md
201000287,Recipe,椒盐玉米,椒盐玉米 (Recipe),椒盐玉米,[],其他,3,,,,,,dishes/vegetable_dish/椒盐玉米/椒盐玉米.md
201000288,Recipe,洋葱炒鸡蛋,洋葱炒鸡蛋 (Recipe),洋葱炒鸡蛋,[],素菜,2,,,,,,dishes/vegetable_dish/洋葱炒鸡蛋/洋葱炒鸡蛋.md
201000289,Recipe,蚝油三鲜菇,蚝油三鲜菇 (Recipe),蚝油三鲜菇,[],其他,3,,,,,,dishes/vegetable_dish/蚝油三鲜菇/蚝油三鲜菇.md
201000290,Recipe,蒜蓉空心菜,蒜蓉空心菜 (Recipe),蒜蓉空心菜,[],其他,2,,,,,,dishes/vegetable_dish/蒜蓉空心菜/蒜蓉空心菜.md
201000291,Recipe,拔丝土豆,拔丝土豆 (Recipe),拔丝土豆,"[{'term': '拔丝马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '拔丝洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '拔丝potato', 'language': 'en', 'language_code': 'en-US'}]",其他,3,,,,,,dishes/vegetable_dish/拔丝土豆/拔丝土豆.md
201000292,Recipe,炒滑蛋,炒滑蛋 (Recipe),炒滑蛋,[],素菜,1,,,,,,dishes/vegetable_dish/炒滑蛋/炒滑蛋.md
201000293,Recipe,芹菜拌茶树菇,芹菜拌茶树菇 (Recipe),芹菜拌茶树菇,[],其他,2,,,,,,dishes/vegetable_dish/芹菜拌茶树菇/芹菜拌茶树菇.md
201000294,Recipe,莴笋叶煎饼,莴笋叶煎饼 (Recipe),莴笋叶煎饼,"[{'term': '莴笋叶pan-fried饼', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/vegetable_dish/莴笋叶煎饼/莴笋叶煎饼.md
201000295,Recipe,小炒藕丁,小炒藕丁 (Recipe),小炒藕丁,[],其他,3,,,,,,dishes/vegetable_dish/小炒藕丁/小炒藕丁.md
201000296,Recipe,手撕包菜,手撕包菜 (Recipe),手撕包菜,[],其他,3,,,,,,dishes/vegetable_dish/手撕包菜/手撕包菜.md
201000297,Recipe,菠菜炒鸡蛋,菠菜炒鸡蛋 (Recipe),菠菜炒鸡蛋,[],素菜,2,,,,,,dishes/vegetable_dish/菠菜炒鸡蛋/菠菜炒鸡蛋.md
201000298,Recipe,糖拌西红柿,糖拌西红柿 (Recipe),糖拌西红柿,"[{'term': '糖拌tomato', 'language': 'en', 'language_code': 'en-US'}, {'term': '糖拌番茄', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/vegetable_dish/糖拌西红柿/糖拌西红柿.md
201000299,Recipe,西葫芦炒鸡蛋,西葫芦炒鸡蛋 (Recipe),西葫芦炒鸡蛋,[],素菜,2,,,,,,dishes/vegetable_dish/西葫芦炒鸡蛋/西葫芦炒鸡蛋.md
201000300,Recipe,红烧冬瓜,红烧冬瓜 (Recipe),红烧冬瓜,"[{'term': 'braised冬瓜', 'language': 'en', 'language_code': 'en-US'}]",其他,3,,,,,,dishes/vegetable_dish/红烧冬瓜/红烧冬瓜.md
201000301,Recipe,包菜炒鸡蛋粉丝,包菜炒鸡蛋粉丝 (Recipe),包菜炒鸡蛋粉丝,[],素菜,3,,,,,,dishes/vegetable_dish/包菜炒鸡蛋粉丝/包菜炒鸡蛋粉丝.md
201000302,Recipe,金针菇汤,金针菇汤 (Recipe),金针菇汤,[],其他,2,,,,,,dishes/soup/金针菇汤.md
201000303,Recipe,西红柿鸡蛋汤,西红柿鸡蛋汤 (Recipe),西红柿鸡蛋汤,"[{'term': '番茄鸡蛋汤', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato鸡蛋汤', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/soup/西红柿鸡蛋汤.md
201000304,Recipe,紫菜蛋花汤,紫菜蛋花汤 (Recipe),紫菜蛋花汤,[],素菜,2,,,,,,dishes/soup/紫菜蛋花汤.md
201000305,Recipe,陈皮排骨汤,陈皮排骨汤 (Recipe),陈皮排骨汤,[],其他,4,,,,,,dishes/soup/陈皮排骨汤.md
201000306,Recipe,奶油蘑菇汤,奶油蘑菇汤 (Recipe),奶油蘑菇汤,[],其他,1,,,,,,dishes/soup/奶油蘑菇汤.md
201000307,Recipe,腊八粥,腊八粥 (Recipe),腊八粥,[],其他,4,,,,,,dishes/soup/腊八粥.md
201000308,Recipe,小米粥,小米粥 (Recipe),小米粥,[],其他,2,,,,,,dishes/soup/小米粥.md
201000309,Recipe,米粥,米粥 (Recipe),米粥,[],其他,2,,,,,,dishes/soup/米粥.md
201000310,Recipe,生汆丸子汤,生汆丸子汤 (Recipe),生汆丸子汤,[],其他,4,,,,,,dishes/soup/生汆丸子汤.md
201000311,Recipe,番茄牛肉蛋花汤,番茄牛肉蛋花汤 (Recipe),番茄牛肉蛋花汤,[],素菜,3,,,,,,dishes/soup/番茄牛肉蛋花汤.md
201000312,Recipe,皮蛋瘦肉粥,皮蛋瘦肉粥 (Recipe),皮蛋瘦肉粥,[],素菜,3,,,,,,dishes/soup/皮蛋瘦肉粥.md
201000313,Recipe,罗宋汤,罗宋汤 (Recipe),罗宋汤,[],其他,4,,,,,,dishes/soup/罗宋汤.md
201000314,Recipe,勾芡香菇汤,勾芡香菇汤 (Recipe),勾芡香菇汤,[],其他,3,,,,,,dishes/soup/勾芡香菇汤/勾芡香菇汤.md
201000315,Recipe,菌菇炖乳鸽,菌菇炖乳鸽 (Recipe),菌菇炖乳鸽,"[{'term': '菌菇stewed乳鸽', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '菌菇煲乳鸽', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/soup/菌菇炖乳鸽/菌菇炖乳鸽.md
201000316,Recipe,银耳莲子粥,银耳莲子粥 (Recipe),银耳莲子粥,[],其他,4,,,,,,dishes/soup/银耳莲子粥/银耳莲子粥.md
201000317,Recipe,陈皮排骨汤,陈皮排骨汤 (Recipe),陈皮排骨汤,[],其他,3,,,,,,dishes/soup/陈皮排骨汤/陈皮排骨汤.md
201000318,Recipe,玉米排骨汤,玉米排骨汤 (Recipe),玉米排骨汤,[],其他,3,,,,,,dishes/soup/玉米排骨汤/玉米排骨汤.md
201000319,Recipe,朱雀汤,朱雀汤 (Recipe),朱雀汤,[],其他,1,,,,,,dishes/soup/朱雀汤/朱雀汤.md
201000320,Recipe,羊肉汤,羊肉汤 (Recipe),羊肉汤,[],荤菜,3,,,,,,dishes/soup/羊肉汤/羊肉汤.md
201000321,Recipe,排骨苦瓜汤,排骨苦瓜汤 (Recipe),排骨苦瓜汤,[],其他,4,,,,,,dishes/soup/排骨苦瓜汤/排骨苦瓜汤.md
201000322,Recipe,昂刺鱼豆腐汤,昂刺鱼豆腐汤 (Recipe),昂刺鱼豆腐汤,"[{'term': '昂刺鱼嫩豆腐汤', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '昂刺鱼tofu汤', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '昂刺鱼老豆腐汤', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/soup/昂刺鱼豆腐汤/昂刺鱼豆腐汤.md
